dataset,k,tr,fro,time
yolanda,10,0.5019321812342723,0.1167951250744263,0.06643795967102051
yolanda,10,0.49952682637272117,0.10863605418782248,0.06790447235107422
yolanda,10,0.4790430752078897,0.09512576127972273,0.16214704513549805
yolanda,10,0.49872824562886897,0.10693689934298053,0.14960646629333496
yolanda,10,0.49480941177791354,0.11111544411470571,0.12911224365234375
yolanda,10,0.5105692753146313,0.13226055364131842,0.0965719223022461
yolanda,10,0.48686875485591047,0.09853586061264837,0.12719178199768066
yolanda,10,0.489424901404556,0.10295799557047806,0.08290290832519531
yolanda,10,0.4910874894173381,0.10526752935180426,0.16979575157165527
yolanda,10,0.48751013405889615,0.10015881294490334,0.09033417701721191
yolanda,50,0.377079078980853,0.050192968510292355,0.6559545993804932
yolanda,50,0.38183221070756224,0.05293293765279081,0.34230589866638184
yolanda,50,0.38145400130088414,0.05247543604300861,0.3276045322418213
yolanda,50,0.3817768084257046,0.05172772631717564,0.6565849781036377
yolanda,50,0.3744477239587305,0.04938134242118299,0.7250661849975586
yolanda,50,0.37219888568956017,0.048374853665063916,0.4082489013671875
yolanda,50,0.3726022034784079,0.049258761510829294,0.3911459445953369
yolanda,50,0.37080630727588415,0.04755883912697607,0.3590526580810547
yolanda,50,0.3729595154676377,0.048845562944446634,0.3257102966308594
yolanda,50,0.3758934439393468,0.04938156731081329,0.4128153324127197
yolanda,100,0.31064029413379474,0.03229053536912189,1.3265728950500488
yolanda,100,0.3218615328520984,0.03553477319560082,0.5600581169128418
yolanda,100,0.30955593779776835,0.03202850240184289,0.6909289360046387
yolanda,100,0.31118330166720887,0.03245500276205806,1.2119412422180176
yolanda,100,0.313004774614907,0.03279650291115178,0.7245354652404785
yolanda,100,0.3133132728760327,0.03321412200324544,0.704359769821167
yolanda,100,0.3110989331009281,0.03257477238724675,0.5218329429626465
yolanda,100,0.31315751797324953,0.03299172582497623,0.9739875793457031
yolanda,100,0.32357788840719826,0.036042242986884215,1.3939096927642822
yolanda,100,0.3138857323435777,0.03312783609911884,0.656102180480957
yolanda,200,0.253208486343154,0.01972329920957021,1.4965777397155762
yolanda,200,0.2548211209637369,0.020133766194476013,1.703301191329956
yolanda,200,0.25218349130639633,0.019509994255853206,1.253366470336914
yolanda,200,0.25303681662308825,0.01961028251171846,1.3328819274902344
yolanda,200,0.2590754217745112,0.021220478823194305,2.573575735092163
yolanda,200,0.2516787892712146,0.019316779854575566,1.189197301864624
yolanda,200,0.2552754512758496,0.020063566739511398,1.6598896980285645
yolanda,200,0.25352311544642187,0.019745260181692974,2.2787294387817383
yolanda,200,0.2527259878218621,0.01961307802922148,1.5344493389129639
yolanda,200,0.2540515909383849,0.019771103874572434,1.542100191116333
yolanda,300,0.22141911898667863,0.013974961389414047,3.003361701965332
yolanda,300,0.22512547723057383,0.014993220935011532,2.819772243499756
yolanda,300,0.22087553629245782,0.01390925336372642,2.9465060234069824
yolanda,300,0.22362454790105193,0.01450084936861699,3.300123453140259
yolanda,300,0.2237113452768929,0.014553469892554217,3.836453914642334
yolanda,300,0.2234375024895159,0.014554579384885873,4.288414239883423
yolanda,300,0.22281413533453615,0.014369679922938344,2.807448387145996
yolanda,300,0.22295811097536297,0.014321387541102074,3.6888482570648193
yolanda,300,0.22265042238056612,0.014358772264626911,3.7397987842559814
yolanda,300,0.22689608090936972,0.01547947007252572,3.239107131958008
yolanda,400,0.20283346161843152,0.011439727736492463,5.409438610076904
yolanda,400,0.20217786823325906,0.011462827457299658,3.386124849319458
yolanda,400,0.20352192008064043,0.011759971411114963,5.203555583953857
yolanda,400,0.20286453896904333,0.011674656120156411,5.4394261837005615
yolanda,400,0.20371833716121587,0.011811693138369196,5.296043157577515
yolanda,400,0.20221628488026325,0.011399373205982636,4.343363285064697
yolanda,400,0.20343198169391913,0.01173641653269879,5.725385427474976
yolanda,400,0.20274492362624957,0.01150193619583426,4.034899711608887
yolanda,400,0.20328975199052282,0.011643863678127803,4.094329357147217
yolanda,400,0.20285313085617213,0.011619517741639895,4.110823392868042
yolanda,500,0.18760029849032409,0.009824600723837793,6.108654975891113
yolanda,500,0.18850715196526857,0.010079039191386254,4.869814872741699
yolanda,500,0.18769674257717517,0.0097916726819095,3.7958712577819824
yolanda,500,0.18705070934733048,0.009673075338956156,6.429222345352173
yolanda,500,0.18782513730715145,0.009914776494265259,5.015998601913452
yolanda,500,0.18827990918362053,0.009896118144063479,5.659230470657349
yolanda,500,0.1883282700515178,0.010039443633494223,4.084922790527344
yolanda,500,0.1879496471345903,0.009891376611792981,4.286194562911987
yolanda,500,0.1876277858639466,0.009829394335422785,4.6026365756988525
yolanda,500,0.1885391689750552,0.009949384960797648,3.5583508014678955
yolanda,600,0.17558895795823076,0.008698816608440246,6.943346261978149
yolanda,600,0.17547975280275235,0.008721522937510103,5.903048753738403
yolanda,600,0.17606079594254834,0.008702039623946499,6.392318487167358
yolanda,600,0.17537482076061423,0.008599171999755965,4.599060297012329
yolanda,600,0.17541518990648144,0.008599618286032683,5.562201976776123
yolanda,600,0.17501742841919135,0.008633182046404576,6.937990188598633
yolanda,600,0.17544059897424427,0.008617413206699167,6.343976259231567
yolanda,600,0.1754828298595669,0.008634918218237244,6.196723937988281
yolanda,600,0.17641432386910516,0.00891392054822324,5.235498905181885
yolanda,600,0.17576640811351038,0.008881731315455296,7.75288462638855
yolanda,700,0.16586773565505605,0.008016195182997092,7.26668643951416
yolanda,700,0.164971800156592,0.007862433148646394,10.968928813934326
yolanda,700,0.16523469909349484,0.00793115348828634,7.317453861236572
yolanda,700,0.16481117497880668,0.00785586224681715,8.426156997680664
yolanda,700,0.16538237133920047,0.007903326983371246,8.285075187683105
yolanda,700,0.16504787131352677,0.00795070493215321,6.211457014083862
yolanda,700,0.16532980355547935,0.007904208959487216,7.160212278366089
yolanda,700,0.16505729966659255,0.007959371180851446,7.569501638412476
yolanda,700,0.16552707179707574,0.007935183287792004,7.407811403274536
yolanda,700,0.16522829122520713,0.007931150661515066,7.055721759796143
yolanda,800,0.15594298662637382,0.007252552586774112,7.659559011459351
yolanda,800,0.1558527478308078,0.007211853453681553,8.021569967269897
yolanda,800,0.15600657343915506,0.007234425456541111,8.9087975025177
yolanda,800,0.15629776546749616,0.007147700182896692,11.080110311508179
yolanda,800,0.15626055444992698,0.007219098126149202,10.953365087509155
yolanda,800,0.15596329885683108,0.007158589239634474,7.639040231704712
yolanda,800,0.15601442206855706,0.007197689709069098,11.11397647857666
yolanda,800,0.1558818080667127,0.007221692870440128,9.355841398239136
yolanda,800,0.15572810328916684,0.0072041369295642085,10.754698276519775
yolanda,800,0.1561599933169378,0.007259283978166004,8.384513139724731
yolanda,900,0.14757581994447036,0.006728731442848305,8.919743776321411
yolanda,900,0.1477332442906577,0.006696774497101861,9.619792938232422
yolanda,900,0.14751338842757997,0.0067293063316422996,10.473589897155762
yolanda,900,0.14762149992356532,0.0067486540252370214,9.09538221359253
yolanda,900,0.14767849196430585,0.00666402001332255,10.042791843414307
yolanda,900,0.1476242185361265,0.006688723740725447,8.902708530426025
yolanda,900,0.14780501315873762,0.006699478319785503,9.449195384979248
yolanda,900,0.14761534478132862,0.006683267925408399,8.27712106704712
yolanda,900,0.14752842774086597,0.006701564673624849,10.062943935394287
yolanda,900,0.1480182211859395,0.006719636967484929,10.999213933944702
yolanda,1000,0.1402348582175562,0.006332738482492181,11.64823055267334
yolanda,1000,0.14014423840369777,0.0062574470981546695,12.697703838348389
yolanda,1000,0.14056519105968476,0.006279046658743484,10.953365802764893
yolanda,1000,0.13993065407458405,0.0062816381345946045,9.05073070526123
yolanda,1000,0.14012134761430148,0.006261637649601488,10.624805212020874
yolanda,1000,0.13977868124296158,0.006265305789793774,10.255786657333374
yolanda,1000,0.14018664281173687,0.006257350334577751,9.906183004379272
yolanda,1000,0.13992204351398962,0.006279683092599518,10.646604537963867
yolanda,1000,0.14032207426034135,0.006290100251919526,9.454492568969727
yolanda,1000,0.14036939042131558,0.006307574993453346,10.661107301712036
mnist_784,10,0.5013918007381176,0.17132520284145258,0.6864557266235352
mnist_784,10,0.4510277492376391,0.09797677622862004,0.6361961364746094
mnist_784,10,0.4308510113088232,0.08061462768935396,0.7172451019287109
mnist_784,10,0.4384380045052982,0.0892786889178961,0.5248157978057861
mnist_784,10,0.4476937010741699,0.09914566539163051,0.6138474941253662
mnist_784,10,0.4586277126075226,0.10731178833047372,0.8683109283447266
mnist_784,10,0.4407180539097988,0.08742471062818391,0.6286005973815918
mnist_784,10,0.4212442209704126,0.07774098512710269,0.7651898860931396
mnist_784,10,0.479787716333138,0.1332285682087073,0.7942757606506348
mnist_784,10,0.47096489788067375,0.11531959951783267,0.7475481033325195
mnist_784,50,0.3295037410668266,0.039820694518998896,3.35187029838562
mnist_784,50,0.33470484264410966,0.04242909800699396,3.072913408279419
mnist_784,50,0.32379351848594595,0.036859855691801044,3.1478185653686523
mnist_784,50,0.32704597936805513,0.03879849776198221,3.2641828060150146
mnist_784,50,0.3311683792304476,0.0401818296000743,3.4486358165740967
mnist_784,50,0.33063430538398186,0.039914910663989195,2.437512159347534
mnist_784,50,0.33913042304740904,0.0439438640751669,3.5592353343963623
mnist_784,50,0.3316467880106487,0.040487886845724116,3.754257917404175
mnist_784,50,0.3289806745184021,0.039570550481349415,3.753385066986084
mnist_784,50,0.3274141838161337,0.038309803289981015,2.5328543186187744
mnist_784,100,0.27974437268231556,0.028255156803333882,5.428901195526123
mnist_784,100,0.28291929903750995,0.028750917278076594,6.6354734897613525
mnist_784,100,0.2753664153689805,0.02624471524207722,6.4233903884887695
mnist_784,100,0.2794774656266074,0.028172628969392148,5.242226600646973
mnist_784,100,0.28027887381862254,0.027799491529571115,6.3630335330963135
mnist_784,100,0.27514450210311264,0.026028168208586992,5.477381944656372
mnist_784,100,0.2754545788473483,0.02646316275372379,5.921389579772949
mnist_784,100,0.2811166873737588,0.028335657623530842,5.708309173583984
mnist_784,100,0.27987301195776165,0.02786874399339832,6.214732885360718
mnist_784,100,0.2826112483119567,0.028454083207924218,4.955398082733154
mnist_784,200,0.2264582119860957,0.01757322510416449,11.365054368972778
mnist_784,200,0.22265236319505485,0.016711581205587647,10.2273588180542
mnist_784,200,0.2236222853588044,0.017233035919971565,10.466816902160645
mnist_784,200,0.22325992214428933,0.016977359704865705,9.83367371559143
mnist_784,200,0.2269427532376325,0.017761055974546313,11.245886087417603
mnist_784,200,0.21983389508243936,0.016040426063127316,10.273491621017456
mnist_784,200,0.22166331522601204,0.016548246525572703,11.186190605163574
mnist_784,200,0.22150244221718762,0.016662502599920845,10.468719959259033
mnist_784,200,0.2224205805963827,0.016680604740153083,10.614234924316406
mnist_784,200,0.22124748032719996,0.016594723453518957,10.951708793640137
mnist_784,300,0.1917486231355481,0.012384914793826906,14.679550409317017
mnist_784,300,0.19291575330195282,0.012502169762028427,15.359806299209595
mnist_784,300,0.19244394479258137,0.012443967002803554,14.802829504013062
mnist_784,300,0.19286648476085558,0.012705644211434438,15.29706883430481
mnist_784,300,0.1913922412719956,0.012402099721672945,15.354107141494751
mnist_784,300,0.1925097818067805,0.012556218998361362,14.645256996154785
mnist_784,300,0.19280075865795365,0.012764862781758675,14.658278465270996
mnist_784,300,0.1923211972848051,0.01244560049520127,16.606406927108765
mnist_784,300,0.19076129452382698,0.012162309999554848,14.719600677490234
mnist_784,300,0.1919717596725586,0.01242596180724782,14.353964567184448
mnist_784,400,0.17041160070381478,0.009976535408341085,19.456380367279053
mnist_784,400,0.17166506719126126,0.010131058402575489,20.7117760181427
mnist_784,400,0.1707855277995381,0.009973923295720803,20.518882036209106
mnist_784,400,0.17071016286469526,0.009962191061800959,22.04640555381775
mnist_784,400,0.17173117564614196,0.01011598920995165,21.792564630508423
mnist_784,400,0.1705668963646005,0.009884247553811825,22.130840063095093
mnist_784,400,0.17163938407983934,0.010083732641869455,23.30286455154419
mnist_784,400,0.17250144043548732,0.010177290871322504,22.744685173034668
mnist_784,400,0.17249811560988934,0.010248250390359277,23.02747917175293
mnist_784,400,0.1722444314149235,0.010253652330247005,21.535499572753906
mnist_784,500,0.15456324493205365,0.00827862708529606,27.667208671569824
mnist_784,500,0.15540296711744228,0.008519179859435807,26.56706738471985
mnist_784,500,0.15642467383147196,0.008704174303766432,26.08236837387085
mnist_784,500,0.15581586659247249,0.008577316872379582,27.06654667854309
mnist_784,500,0.15626439045655682,0.008649951926486824,26.12984299659729
mnist_784,500,0.15641041445541487,0.00860405073006447,25.51030445098877
mnist_784,500,0.15590700057179394,0.008517451376885128,26.875881671905518
mnist_784,500,0.15544250758733513,0.008493832618982235,26.65285563468933
mnist_784,500,0.15549304537219838,0.008531441370491291,28.230496406555176
mnist_784,500,0.155623773312471,0.008538800912609475,30.172367334365845
mnist_784,600,0.14193872721264497,0.0072255491152284634,40.14482355117798
mnist_784,600,0.14298721452411509,0.007407002574115687,45.22791838645935
mnist_784,600,0.14288701534909193,0.007366279912841965,42.48703932762146
mnist_784,600,0.143288300173137,0.0074459331196750755,42.19008946418762
mnist_784,600,0.1435225307571676,0.007485806335062008,44.649619340896606
mnist_784,600,0.14415087497284834,0.007610446700272651,45.474706411361694
mnist_784,600,0.1444289433453172,0.00764225683758281,45.25139927864075
mnist_784,600,0.1427508459166894,0.007338689109312002,50.69330453872681
mnist_784,600,0.1427438318882843,0.007353007319706891,41.90980005264282
mnist_784,600,0.14306586313071012,0.007374352136485761,47.202528953552246
mnist_784,700,0.13239200979585808,0.006517384974589308,51.071168661117554
mnist_784,700,0.13231744115841917,0.006519242673257236,44.69193196296692
mnist_784,700,0.13241852817837405,0.0065816410602810155,54.789191484451294
mnist_784,700,0.1330666696078412,0.0066366918875615695,51.12229037284851
mnist_784,700,0.13189756405648348,0.006490130533059375,45.98205924034119
mnist_784,700,0.13274247240242,0.0065414092375561195,49.61646246910095
mnist_784,700,0.1324464613131557,0.006518065795862686,52.846089601516724
mnist_784,700,0.13337436319333446,0.006688432346438406,52.990742683410645
mnist_784,700,0.13202567590628908,0.00653300073791209,51.199376344680786
mnist_784,700,0.13171029113486674,0.006476082986267607,46.4996235370636
mnist_784,800,0.12314002900802605,0.005864176894883288,60.28555655479431
mnist_784,800,0.12401022237351252,0.006001117594551457,57.30776762962341
mnist_784,800,0.12315511341872677,0.0058421485619232615,58.32040619850159
mnist_784,800,0.12316248829057201,0.005813909955161561,60.278427600860596
mnist_784,800,0.12356149452768873,0.005870148238190491,59.123220920562744
mnist_784,800,0.12312424582869227,0.005945970387638156,65.33203315734863
mnist_784,800,0.12339016566067987,0.005915054184859698,60.09414029121399
mnist_784,800,0.12357700944727214,0.005879008463507235,54.963709115982056
mnist_784,800,0.12343083951875893,0.005942718294013672,55.885074615478516
mnist_784,800,0.12335498891642428,0.005943180563981026,59.65771698951721
mnist_784,900,0.11509699489606319,0.005349295045369303,66.00172805786133
mnist_784,900,0.11523000144829688,0.005346523967290071,64.61447358131409
mnist_784,900,0.11466510999435789,0.005262293324126198,60.99522018432617
mnist_784,900,0.11500512035828608,0.005366097596615664,63.807724952697754
mnist_784,900,0.11565036818794658,0.005325208012895385,63.536747455596924
mnist_784,900,0.11570673081186869,0.005404006009859618,58.77399039268494
mnist_784,900,0.11521809516216636,0.0053747799491787335,61.18892979621887
mnist_784,900,0.1149127103138352,0.005338984819203513,61.01409149169922
mnist_784,900,0.11529831463419994,0.0054037143475212665,59.78841996192932
mnist_784,900,0.11613738969543629,0.005442385567210293,61.0136616230011
mnist_784,1000,0.10783351356053911,0.004915433887100695,71.03584671020508
mnist_784,1000,0.1080008585155132,0.004918056074182601,70.83073592185974
mnist_784,1000,0.10876049391834565,0.00500733407204151,75.72593712806702
mnist_784,1000,0.10847184552874528,0.004929084173261303,76.12204599380493
mnist_784,1000,0.10838051480908541,0.004934868031646743,74.39364314079285
mnist_784,1000,0.10884393300969795,0.004952534454628784,71.3560905456543
mnist_784,1000,0.10827179383222232,0.00490067721046245,71.07026505470276
mnist_784,1000,0.10803051898223659,0.004961128076088847,71.89446353912354
mnist_784,1000,0.10849410149847258,0.004963353603059113,68.1969621181488
mnist_784,1000,0.1078487987033541,0.004866471013266076,78.88810634613037
jannis,10,0.5955065540757818,0.21383158635765023,0.2259376049041748
jannis,10,0.5647669041677267,0.17282013168648633,0.10891008377075195
jannis,10,0.5580699965339058,0.16773678283661958,0.11195683479309082
jannis,10,0.5672071413849946,0.18681372156817241,0.16878128051757812
jannis,10,0.5475375744123581,0.15388817136541186,0.1668262481689453
jannis,10,0.5925740693259434,0.23321641838266288,0.14501309394836426
jannis,10,0.5933278609978897,0.2229732486656377,0.15424394607543945
jannis,10,0.5805840870656496,0.20597210722871606,0.1656818389892578
jannis,10,0.5541984132619967,0.16391084363392988,0.1628708839416504
jannis,10,0.5737638355649236,0.19045890104006752,0.08887028694152832
jannis,50,0.3764628486400556,0.07156554571522611,0.8325862884521484
jannis,50,0.3817943679860573,0.07375255851737134,0.8941833972930908
jannis,50,0.381830008384724,0.07483198197855236,0.6337084770202637
jannis,50,0.3892762289665322,0.07840053651083354,0.762413501739502
jannis,50,0.3788750033353361,0.07213853931039281,0.8586630821228027
jannis,50,0.37338920309411294,0.06961675806284882,0.7852861881256104
jannis,50,0.3824194575090751,0.07484817865719048,0.7782449722290039
jannis,50,0.3776516166403855,0.07238933815433887,0.8187453746795654
jannis,50,0.3705750607697935,0.06892227258144099,1.061311960220337
jannis,50,0.37095102074931646,0.06900014557307393,0.8305137157440186
jannis,100,0.2981997926834641,0.04357815859137223,1.5866427421569824
jannis,100,0.29744598161429453,0.043554792215768724,1.7792339324951172
jannis,100,0.30082041941814364,0.04489151902071878,1.3842253684997559
jannis,100,0.2937157988563748,0.041918745392392286,1.2585484981536865
jannis,100,0.29461350428824673,0.04215085000077193,1.9757335186004639
jannis,100,0.2962081423500175,0.04328411593793288,0.8734402656555176
jannis,100,0.2938941929857036,0.042116843512682904,0.773073673248291
jannis,100,0.29662064912405156,0.04271083702379214,0.8940935134887695
jannis,100,0.2958013187774446,0.04268211329871187,1.081022024154663
jannis,100,0.29519163216401184,0.04216908038029472,1.1615984439849854
jannis,200,0.2300015372892617,0.024032925002024967,2.803065776824951
jannis,200,0.23064609176524659,0.023868800703908125,2.6628997325897217
jannis,200,0.2262548184734767,0.0223879371102422,2.224574565887451
jannis,200,0.2310389552162223,0.024154234415279235,1.6746697425842285
jannis,200,0.22926363333758154,0.023552314759609578,1.5934679508209229
jannis,200,0.23068412232179994,0.023953284830436773,2.141608715057373
jannis,200,0.22810324573581542,0.023026154037776372,2.232003688812256
jannis,200,0.22846781043300443,0.023225530836846673,1.7879889011383057
jannis,200,0.22885170019373055,0.023152541336772272,1.6999132633209229
jannis,200,0.22753310472385077,0.023063188655769225,1.5481147766113281
jannis,300,0.1961875316127724,0.016837330241367743,2.932497024536133
jannis,300,0.1987181690092041,0.017486600221217022,4.131353139877319
jannis,300,0.1962533322053008,0.016861767336320787,3.2526590824127197
jannis,300,0.19632980131232705,0.016906669805710397,3.4379937648773193
jannis,300,0.1982310926707921,0.017282086207639383,3.176983594894409
jannis,300,0.19640624113337946,0.0169672917438565,4.938698768615723
jannis,300,0.19591923113164547,0.016729259705087516,3.873302936553955
jannis,300,0.19605250103298422,0.01670920777075682,3.4349138736724854
jannis,300,0.1952418029958693,0.016549484156869358,2.8525025844573975
jannis,300,0.19553912724513547,0.016615237878486167,4.083533525466919
jannis,400,0.1754453124334621,0.013687549290960851,5.242429733276367
jannis,400,0.17491342834147072,0.013542949747737402,4.301349639892578
jannis,400,0.17455103176752937,0.013458392132305246,4.2304675579071045
jannis,400,0.17496021549724025,0.013631321607798496,5.454292058944702
jannis,400,0.1742145818663243,0.013456806234633018,9.221130609512329
jannis,400,0.17507350152778864,0.013615607132408749,6.4626147747039795
jannis,400,0.17450677022923575,0.01347585202482321,7.43663763999939
jannis,400,0.17487093704703738,0.013531101627020599,7.956921100616455
jannis,400,0.17496895565160658,0.013551046282776017,3.276968002319336
jannis,400,0.17471987031548125,0.01353075597330491,7.122482538223267
jannis,500,0.15715866436667505,0.011159204206996192,9.29293704032898
jannis,500,0.15836034235483895,0.011436596273064587,8.89064621925354
jannis,500,0.15801661441466014,0.011342549923702887,8.059499979019165
jannis,500,0.1581443864417943,0.01136308639111178,5.948719024658203
jannis,500,0.15790002733347938,0.011349295043296516,4.174442291259766
jannis,500,0.15882262349623533,0.011505916115977656,8.22102952003479
jannis,500,0.15847450979280142,0.011450275582687786,5.766602516174316
jannis,500,0.15801532296514872,0.011350378873092606,5.058388948440552
jannis,500,0.15835809196167985,0.011409772846589335,5.980341196060181
jannis,500,0.15730765222171816,0.011241601607606675,5.598512649536133
jannis,600,0.144999634756423,0.009934069085683256,7.317075490951538
jannis,600,0.14489935388670575,0.009907132336706906,10.57951831817627
jannis,600,0.14451619199319285,0.009819843714759243,8.45253849029541
jannis,600,0.1456289430069858,0.01005254353502052,8.907160997390747
jannis,600,0.14484485885044693,0.009891340478499409,11.76788854598999
jannis,600,0.14494092383927212,0.00989085711304109,6.432115316390991
jannis,600,0.14491714364991154,0.009890199921617982,9.89787220954895
jannis,600,0.14447297236829876,0.009805552277802866,10.327732563018799
jannis,600,0.14474424422880514,0.009879253231250062,9.160313367843628
jannis,600,0.14519128339387613,0.009943261357861381,8.378984689712524
jannis,700,0.13418705947012236,0.008826067746127346,9.670531988143921
jannis,700,0.13366658322530162,0.008731102926617815,10.573041439056396
jannis,700,0.1338383834994819,0.008792646279173673,9.898226261138916
jannis,700,0.13400638234467746,0.008806624530590066,11.296022415161133
jannis,700,0.1338899930372048,0.008776770192534106,9.441338539123535
jannis,700,0.13385246992585462,0.008767462578313736,11.39380407333374
jannis,700,0.13371403326263404,0.008736847552599462,11.197749376296997
jannis,700,0.13381376821684998,0.008753520788525818,12.766330480575562
jannis,700,0.13362345541945234,0.008743069819753873,10.632849216461182
jannis,700,0.13348037154434209,0.008743897226383782,11.051644325256348
jannis,800,0.12423131684253191,0.007873676179955578,12.845739603042603
jannis,800,0.12447511233601258,0.007887932117542918,12.46491551399231
jannis,800,0.12422942477244708,0.007838069059359798,15.019249677658081
jannis,800,0.124428717579003,0.007906110267033941,13.82547926902771
jannis,800,0.12456640964114299,0.007908175215436282,15.34250521659851
jannis,800,0.12480066560512171,0.007938961390237377,12.456658840179443
jannis,800,0.12421693470362193,0.007874871410161424,11.631074666976929
jannis,800,0.12445318692223922,0.007893661584192252,12.614806413650513
jannis,800,0.12444539123782924,0.007889260311428942,12.045661449432373
jannis,800,0.12426793348631318,0.007844875015452467,9.36983847618103
jannis,900,0.11625473399956333,0.007195996599461989,13.793257713317871
jannis,900,0.11593949505647702,0.007139381111462597,14.779824495315552
jannis,900,0.11633677260269815,0.007180167761902282,13.958697080612183
jannis,900,0.11594675301244033,0.00712777587163328,12.23864459991455
jannis,900,0.11600929110028135,0.007118127888747651,16.47120761871338
jannis,900,0.11620206598890254,0.007184296685991534,15.595219850540161
jannis,900,0.11574349232162749,0.007078874309567457,16.3965163230896
jannis,900,0.11609541192121382,0.0071527670902613695,13.012157678604126
jannis,900,0.1162754160309294,0.007200096709042644,19.0477294921875
jannis,900,0.11596766509723505,0.007149363339088258,15.39995551109314
jannis,1000,0.10864564783316862,0.006504846686836702,17.00086498260498
jannis,1000,0.10891974720650592,0.006523011237780681,15.86437463760376
jannis,1000,0.10854213723423932,0.006479587000960016,16.61694622039795
jannis,1000,0.10860529785131776,0.006512963859703035,16.421061754226685
jannis,1000,0.1086238994871671,0.006517649536148661,16.228342533111572
jannis,1000,0.10854376096825817,0.006539153818933986,15.818853616714478
jannis,1000,0.10864382308320421,0.006517894036362187,17.48973250389099
jannis,1000,0.10864260859677491,0.006530396907238111,17.350377082824707
jannis,1000,0.10871720330191215,0.006508356935325736,14.98702883720398
jannis,1000,0.10855376034524736,0.0065076541803597955,15.944391250610352
volkert,10,0.38710831124838097,0.11572495031698796,0.18737196922302246
volkert,10,0.37720274820179955,0.11308662938890718,0.3019871711730957
volkert,10,0.4017150023554552,0.13842624565031042,0.39461612701416016
volkert,10,0.3534604547488946,0.08780281282856979,0.22410178184509277
volkert,10,0.3831462392238774,0.12155772004985976,0.2597506046295166
volkert,10,0.36735414810088585,0.09528963183531204,0.276641845703125
volkert,10,0.37416888183224667,0.10082066947688677,0.2168412208557129
volkert,10,0.346192507535366,0.08286461236859405,0.23767447471618652
volkert,10,0.3635132365271096,0.09267888604846543,0.30608367919921875
volkert,10,0.3710369859710182,0.10539328485915493,0.2945139408111572
volkert,50,0.23683429745065337,0.03716859803716349,1.6264820098876953
volkert,50,0.23266353633096643,0.03561288082523184,1.7907309532165527
volkert,50,0.23863222929620123,0.03965506218931375,1.1289258003234863
volkert,50,0.24011771764729056,0.03847474780630948,1.0164577960968018
volkert,50,0.23885223145292148,0.03784477807679023,1.3998610973358154
volkert,50,0.2353594939849549,0.036188231407087774,1.7357831001281738
